id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source,num,useable,newAddress
343567,17jan2014,2014,1,17,2210,January,2014,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,0,,W. FLORISSANT,,,GAS MART,,0,0,January2014.dta,190,,
344426,26jan2014,2014,1,26,1525,January,2014,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,0,,SPRUCE ST,,SPRUCE,CIVIC CENTER METRO LINK STATION,METRO LINK AGENCY,0,0,January2014.dta,191,,
344668,28jan2014,2014,1,28,2115,January,2014,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,0,,DR MARTIN LUTHER KING DR,,,,6000 BLOCK OF DR MARTIN LUTHER KING,0,0,January2014.dta,192,,
345002,18sep2013,2013,9,18,1500,January,2014,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",No,No,No,1,6,74,,SWITZER,,SWITZER,,REAR ALLEY,0,0,January2014.dta,193,,
345165,28dec2013,2013,12,28,2220,January,2014,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,No,No,No,1,4,37,,SAMUEL SHEPARD,,SAMUEL SHEPARD,BANNEKER SCHOOL,,0,0,January2014.dta,194,,
345167,29dec2013,2013,12,29,40,January,2014,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,No,No,No,1,2,14,,LINDENWOOD,,LINDENWOOD,,:2ND FLOOR,0,0,January2014.dta,195,,
345256,13jan2014,2014,1,13,1345,February,2014,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,No,1,2,81,,TOWER GROVE PARK,,,,ON MAIN DR JUST WEST OF NORTHEAST DR,0,0,February2014.dta,196,,
346351,17feb2014,2014,2,17,2215,February,2014,Robbery,31411,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS,Yes,No,No,1,4,35,0,UNKNOWN,,1ST,,UNKNOWN,0,0,February2014.dta,197,,
348234,17feb2014,2014,2,17,2215,March,2014,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,No,1,4,35,,,,1ST,,UNKNOWN,0,0,March2014.dta,198,,
349453,17mar2014,2014,3,17,2100,March,2014,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,6,85,0,I 70 EASTBOUND,,,O FALLON PK ENTRANCE RAMP,O FALLON EXIT AT EB I-70 MILE-MARKER 246.4,0,0,March2014.dta,199,,
