id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
150,01jan2008,2008,1,1,1504,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,3,27,4229,SHENANDOAH AVE,4229,SHENANDOAH,,,890094.81,1011492,1,January2008.dta
156,01jan2008,2008,1,1,1604,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,78,1401,ARLINGTON AVE,1401,ARLINGTON,,,885126.13,1031068,1,January2008.dta
182,01jan2008,2008,1,1,2021,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,8,56,4248,W NATURAL BRIDGE AVE,4248,NATURAL BRIDGE,,,896554.63,1032223,1,January2008.dta
370,02jan2008,2008,1,2,2330,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,6,76,5354,MIMIKA AVE,5354,MIMIKA,,,889581.81,1045793,1,January2008.dta
521,03jan2008,2008,1,3,2304,January,2008,Weapons,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,Yes,No,No,1,7,50,5960,KENNERLY AVE,5960,KENNERLY,,,882585.88,1036099,1,January2008.dta
643,04jan2008,2008,1,4,1700,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,3,30,3259,NEBRASKA AVE,3259,NEBRASKA,,,896774.31,1006005,1,January2008.dta
692,04jan2008,2008,1,4,2130,January,2008,Weapons,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,Yes,No,No,1,8,56,3920,LABADIE AVE,3920,LABADIE,,,898180.31,1028971,1,January2008.dta
1001,06jan2008,2008,1,6,1451,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,6,68,4228,SAN FRANCISCO AVE,4228,SAN FRANCISCO,,,897171.13,1032477,1,January2008.dta
1071,06jan2008,2008,1,6,2245,January,2008,Weapons,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,Yes,No,No,1,7,50,5818,SELBER CT,5818,SELBER CT,HILLVALE APARTMENTS,PARKING LOT,885088.81,1037930,1,January2008.dta
1128,07jan2008,2008,1,7,1006,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,3,26,3524,RUSSELL BLVD,3524,RUSSELL,,,894541,1012354,1,January2008.dta
1213,07jan2008,2008,1,7,1915,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,5,68,4126,W FLORISSANT AVE,4126,W FLORISSANT,,,900142.63,1034662,1,January2008.dta
1234,07jan2008,2008,1,7,2013,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,52,5254,WABADA AVE,5254,WABADA,,,887511.88,1032682,1,January2008.dta
1270,07jan2008,2008,1,7,2219,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,50,3524,GOODFELLOW BLVD,3524,GOODFELLOW,,,885481.5,1038316,1,January2008.dta
1406,08jan2008,2008,1,8,1940,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,50,0,GOODFELLOW BLVD / WA,0,GOODFELLOW,,,883766.38,1034726,1,January2008.dta
1513,09jan2008,2008,1,9,1115,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,5,59,3608,N GRAND BLVD,3608,N GRAND,,,901058.38,1029421,1,January2008.dta
1528,09jan2008,2008,1,9,1315,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,8,57,2615,BILLUPS AVE,2615,BILLUPS,FRESH START-TURNER SCHOOL,@SCHOOL - TURNER,894418.31,1029740,1,January2008.dta
1553,09jan2008,2008,1,9,1700,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,48,6040,BARTMER AVE,6040,BARTMER,,,879264.38,1030478,1,January2008.dta
1560,09jan2008,2008,1,9,1811,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,7,50,1615,ARLINGTON AVE,1615,ARLINGTON,,,885833.63,1032432,1,January2008.dta
1595,09jan2008,2008,1,9,2100,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,6,71,4577,RUSKIN AVE,4577,RUSKIN,,,892166.13,1039446,1,January2008.dta
1628,10jan2008,2008,1,10,15,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,8,56,4412,GREER AVE,4412,GREER,,,894475.19,1031446,1,January2008.dta
1670,10jan2008,2008,1,10,1144,January,2008,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,Yes,No,No,1,5,59,2603,HEBERT ST,2603,HEBERT,,STREET/ALLEY,902123.81,1028377,1,January2008.dta
