id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
35,01jan2008,2008,1,1,29,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,5,0,3800,NATURAL BRIDGE AVE,3800,NATURAL BRIDGE,,,900076.81,1030262,1,January2008.dta
69,01jan2008,2008,1,1,155,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,9,77,3612,GRANDEL SQ,3612,GRANDEL SQ,,,897006.81,1022200,1,January2008.dta
96,01jan2008,2008,1,1,307,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,9,77,0,BELL AVE / N GRAND B,0,BELL,,,897507.88,1022844,1,January2008.dta
634,04jan2008,2008,1,4,1514,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,8,55,4958,SAINT LOUIS AVE,4958,ST LOUIS,,,890378.19,1033267,1,January2008.dta
743,05jan2008,2008,1,5,302,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,1,16,3623,MERAMEC ST,3623,MERAMEC,,,893098.5,1000646,1,January2008.dta
907,05jan2008,2008,1,5,2215,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,4,36,1200,CLARK AVE,1200,CLARK,,,905878.5,1016618,1,January2008.dta
952,06jan2008,2008,1,6,300,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,2,42,0,HAMPTON AVE / LLOYD,0,HAMPTON,,,880895,1015853,1,January2008.dta
1102,07jan2008,2008,1,7,210,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,9,39,1000,S KINGSHIGHWAY BLVD,1000,S KINGSHIGHWAY,,,887535.5,1018450,1,January2008.dta
1459,09jan2008,2008,1,9,45,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,1,16,0,GRAVOIS AVE / MERAME,0,GRAVOIS,,,889337.38,1003165,1,January2008.dta
1620,09jan2008,2008,1,9,2327,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,1,1,0,BELLERIVE BLVD / S B,0,BELLERIVE,,,893892.88,993300.5,1,January2008.dta
1631,10jan2008,2008,1,10,57,January,2008,Driving Under Influence,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,Yes,No,No,1,3,15,3100,ROGER PL,3100,ROGER PL,,,890990.88,1008803,1,January2008.dta
