id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
55,01jan2008,2008,1,1,105,January,2008,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,1,1,504,BATES ST,0,BATES,,,892637.81,994365.88,1,January2008.dta
144,01jan2008,2008,1,1,1345,January,2008,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,8,53,4916,FOUNTAIN AVE,4916,FOUNTAIN,,,888555.81,1027381,1,January2008.dta
204,01jan2008,2008,1,1,2354,January,2008,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,7,78,1441,ROWAN AVE,1441,ROWAN,,,882234,1033507,1,January2008.dta
247,02jan2008,2008,1,2,1035,January,2008,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,1,17,4420,S BROADWAY,4420,S BROADWAY,MCDONALD S,,896432.63,998417.63,1,January2008.dta
268,02jan2008,2008,1,2,1258,January,2008,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,0,0,3954,S BROADWAY,3954,S BROADWAY,,,898198.63,1001188,1,January2008.dta
296,02jan2008,2008,1,2,1537,January,2008,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,8,56,4110,W LEXINGTON AVE,4110,LEXINGTON,,,897225.69,1031182,1,January2008.dta
321,02jan2008,2008,1,2,1815,January,2008,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,7,50,5810,ROOSEVELT PL,5810,ROOSEVELT PL,,,884530.81,1036172,1,January2008.dta
335,02jan2008,2008,1,2,1925,January,2008,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,3,30,3334,IOWA AVE,3334,IOWA,,,897889.13,1005907,1,January2008.dta
349,02jan2008,2008,1,2,2131,January,2008,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,7,78,1473,ROWAN AVE,1473,ROWAN,,SUSPECT HOME,882396,1033783,1,January2008.dta
365,02jan2008,2008,1,2,2310,January,2008,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,6,72,0,LILLIAN AVE / RIVERV,0,LILLIAN,,,888961,1043676,1,January2008.dta
